video_id,title,channel,published_at,description,source,comment_id,text,author,like_count,updated_at,cleaned_text,sentiment,compound,pos,neg,neu,confidence
iW8NtsjTfN0,,,2025-10-31 00:50:47+00:00,,youtube_comment,UgwCLGtI4dWmoPVelpR4AaABAg,"I found that your code does not analyze the content of the articles.  Not only do you have it commented out, but it appears that the request library cannot follow the google news redirects.  I haven't figured out how to follow the re-directs yet.  I'm still plugging away at it.",@nicholassmerk,1.0,2025-10-31 00:50:47+00:00,"I found that your code does not analyze the content of the articles. Not only do you have it commented out, but it appears that the request library cannot follow the google news redirects. I haven't figured out how to follow the re-directs yet. I'm still plugging away at it.",neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-10-25 15:36:59+00:00,,youtube_comment,UgyEFjnP6bhtmRPOo0R4AaABAg,Can I convert this to typescript?,@stavroskefaleas6320,1.0,2025-10-25 15:36:59+00:00,Can I convert this to typescript?,neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-11-05 12:41:20+00:00,,youtube_comment,Ugz-VYZSna6T2lMktkp4AaABAg,why using an old model like FinBERT?,@gpietrodev,1.0,2025-11-05 12:41:20+00:00,why using an old model like FinBERT?,positive,0.3612,0.294,0.0,0.706,0.706
iW8NtsjTfN0,,,2025-11-07 13:44:46+00:00,,youtube_comment,Ugx5jdBOSpXbYaa808J4AaABAg,hi,@lucutes2936,1.0,2025-11-07 13:44:46+00:00,hi,neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-10-28 03:49:05+00:00,,youtube_comment,Ugyy3eJQBE-n-CAdpgF4AaABAg,"Have you actually found evidence that positive news or strong financial figures can reliably predict future price movements?
In my experience, the relationship is not that straightforward and is far more complex than it appears.",@J3SUS_S4V3S,2.0,2025-10-28 03:49:05+00:00,"Have you actually found evidence that positive news or strong financial figures can reliably predict future price movements? In my experience, the relationship is not that straightforward and is far more complex than it appears.",positive,0.7845,0.173,0.0,0.827,0.827
iW8NtsjTfN0,,,2025-10-23 09:32:18+00:00,,youtube_comment,Ugx5bY89V1maeoQFyB94AaABAg,I need a auto patterns indicator,@tharunsankhla-kh7hc,0.0,2025-10-23 09:32:18+00:00,I need a auto patterns indicator,neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-10-25 20:13:07+00:00,,youtube_comment,UgymYy6Cc4rHLk-Ac-Z4AaABAg,Did you design the model,@Darktherapy2352,1.0,2025-10-25 20:13:07+00:00,Did you design the model,neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-11-02 07:20:33+00:00,,youtube_comment,UgwYzPtkCss8_Yemwrd4AaABAg,Mr please sediakan Translator by Voice,@MalkiaYt,0.0,2025-11-02 07:20:33+00:00,Mr please sediakan Translator by Voice,positive,0.3182,0.315,0.0,0.685,0.685
iW8NtsjTfN0,,,2025-12-09 12:24:24+00:00,,youtube_comment,Ugx489rqKtR0IkQ0hHV4AaABAg,"Great stuff.
How could a filter be added to only return articles no older than let's say 1 week?",@AW1963,0.0,2025-12-09 12:30:10+00:00,Great stuff. How could a filter be added to only return articles no older than let's say 1 week?,positive,0.4404,0.176,0.094,0.73,0.73
iW8NtsjTfN0,,,2025-11-07 21:46:13+00:00,,youtube_comment,Ugyzssqb1Dho7T_J85x4AaABAg,"Gpt5 made me similar scripts , weeks ago no youtubers needed 😅",@danielreborn4707,0.0,2025-11-07 21:46:36+00:00,"Gpt5 made me similar scripts , weeks ago no youtubers needed",negative,-0.296,0.0,0.18,0.82,0.82
iW8NtsjTfN0,,,2025-10-23 16:26:11+00:00,,youtube_comment,UgzAtuu7jHbqEefLPVh4AaABAg,Well what ChatGPT does,@vinibusisanga1754,0.0,2025-10-24 02:35:44+00:00,Well what ChatGPT does,positive,0.2732,0.412,0.0,0.588,0.588
iW8NtsjTfN0,,,2025-11-05 11:14:33+00:00,,youtube_comment,Ugx87loSd0dm35jhVRl4AaABAg,"Now, build an AI that says if the market has already priced in the news or not :D",@pierredeflaux2112,0.0,2025-11-05 11:14:33+00:00,"Now, build an AI that says if the market has already priced in the news or not :D",negative,-0.5014,0.0,0.16,0.84,0.84
iW8NtsjTfN0,,,2025-10-23 10:08:45+00:00,,youtube_comment,UgzSI0osw9TgCev74w94AaABAg,Open to collaborations?,@Dave_TTs,1.0,2025-10-23 10:08:45+00:00,Open to collaborations?,neutral,0.0,0.0,0.0,1.0,1.0
iW8NtsjTfN0,,,2025-10-26 02:56:40+00:00,,youtube_comment,UgwK4WrzA91H0td55kp4AaABAg,"News doesn't drive the market, but the market drives the news. You cannot beat the market with the lagging indicator.",@good_user35,2.0,2025-10-26 02:56:40+00:00,"News doesn't drive the market, but the market drives the news. You cannot beat the market with the lagging indicator.",negative,-0.3919,0.0,0.122,0.878,0.878
FDyZ3TJKW-Y,Sentiment Analysis AI in 4sec Using Python || python programming #python,Code Nust,2024-03-25 17:00:07+00:00,Sentiment Analysis AI in 4sec Using Python || python programming #python.,youtube_video,,,,,,,,,,,,
FDyZ3TJKW-Y,,,2025-06-20 09:04:39+00:00,,youtube_comment,Ugx6bYReMBR55c8p_qh4AaABAg,Nice work🎉,@Wahab-7sky,5.0,2025-06-20 09:04:39+00:00,Nice work,positive,0.4215,0.737,0.0,0.263,0.737
FDyZ3TJKW-Y,,,2025-09-07 12:17:58+00:00,,youtube_comment,UgyCEerDt5AVhGqzo054AaABAg,"from textblob import TextBlob

def analyze_sentiment(text):
   blob = TextBlob(text)
   sentiment_score = blob.sentiment.polarity
   if sentiment_score > 0:
      return ""Positive""
   elif sentiment_score < 0:
     return ""Negative""
   else:
     return ""Neutural""


post = ""I love Yaznbook""
print(""Sentiment:"", analyze_sentiment(post))",@yaznse,13.0,2025-09-07 12:17:58+00:00,"from textblob import TextBlob def analyze_sentiment(text): blob = TextBlob(text) sentiment_score = blob.sentiment.polarity if sentiment_score > 0: return ""Positive"" elif sentiment_score < 0: return ""Negative"" else: return ""Neutural"" post = ""I love Yaznbook"" print(""Sentiment:"", analyze_sentiment(post))",positive,0.6249,0.184,0.087,0.729,0.729
FDyZ3TJKW-Y,,,2025-10-29 22:19:35+00:00,,youtube_comment,UgwDYkdNGZMhsTiySQN4AaABAg,Coding gives me headaches when I don't understand,@metanacomputercoding,5.0,2025-10-29 22:19:35+00:00,Coding gives me headaches when I don't understand,neutral,0.0,0.0,0.0,1.0,1.0
FDyZ3TJKW-Y,,,2025-05-06 18:29:51+00:00,,youtube_comment,UgxT-My9z_A90lhbLTB4AaABAg,"try: post = ""I love Python! it's sick!""",@rudolf_hahaha,3.0,2025-05-06 18:29:51+00:00,"try: post = ""I love Python! it's sick!""",positive,0.3578,0.34,0.234,0.426,0.426
FDyZ3TJKW-Y,,,2025-10-29 22:19:02+00:00,,youtube_comment,UgxOAiutn9abBPLp_uR4AaABAg,Great work,@metanacomputercoding,1.0,2025-10-29 22:19:02+00:00,Great work,positive,0.6249,0.804,0.0,0.196,0.804
FDyZ3TJKW-Y,,,2026-02-19 13:53:41+00:00,,youtube_comment,Ugx531R5HiMS9Mjicb94AaABAg,Awesome work,@SkillFoundryIO,0.0,2026-02-19 13:53:41+00:00,Awesome work,positive,0.6249,0.804,0.0,0.196,0.804
FDyZ3TJKW-Y,,,2026-01-29 16:03:13+00:00,,youtube_comment,UgxpMjNoO8Qy_piIWlF4AaABAg,Nice! ✨,@leta09_codes,0.0,2026-01-29 16:03:13+00:00,Nice!,positive,0.4753,1.0,0.0,0.0,1.0
FDyZ3TJKW-Y,,,2025-07-07 06:54:35+00:00,,youtube_comment,UgwWSMejDJm88pH11Np4AaABAg,Cool 🎉❤,@JohnSamuel-yt7ts,0.0,2025-07-07 06:54:35+00:00,Cool,positive,0.3182,1.0,0.0,0.0,1.0
FDyZ3TJKW-Y,,,2025-06-21 08:11:04+00:00,,youtube_comment,Ugyyq7lEfu706sWhWFh4AaABAg,😮,@WANZIREVINYWAGuy,0.0,2025-06-21 08:11:04+00:00,,neutral,0.0,0.0,0.0,0.0,0.0
FDyZ3TJKW-Y,,,2025-09-18 14:55:24+00:00,,youtube_comment,UgzaxEfPMls0e419S3p4AaABAg,"""I love Python"" Yes, is True!",@sonoMrTonno,0.0,2025-09-18 14:55:24+00:00,"""I love Python"" Yes, is True!",positive,0.8748,0.769,0.0,0.231,0.769
FDyZ3TJKW-Y,,,2025-11-15 23:18:57+00:00,,youtube_comment,UgxZxEd9uaA9tbvNgN94AaABAg,i would reccomend putting comments next to the code so we understand what is going on :),@SoullerChanneling,0.0,2025-11-15 23:18:57+00:00,i would reccomend putting comments next to the code so we understand what is going on :),positive,0.4588,0.158,0.0,0.842,0.842
FDyZ3TJKW-Y,,,2025-12-01 11:55:05+00:00,,youtube_comment,UgzW_Ex2F07w7SEvi0l4AaABAg,how do i record vertically and like move i do have OBS,@TechzyNerd,0.0,2025-12-01 11:55:05+00:00,how do i record vertically and like move i do have OBS,positive,0.3612,0.185,0.0,0.815,0.815
FDyZ3TJKW-Y,,,2025-04-03 15:55:26+00:00,,youtube_comment,UgyFcmZBpNRNKCjecV94AaABAg,How does it identify that the string means a positive sentiment?,@OnixEdge,9.0,2025-04-03 15:55:26+00:00,How does it identify that the string means a positive sentiment?,positive,0.5574,0.265,0.0,0.735,0.735
FDyZ3TJKW-Y,,,2025-06-14 05:42:08+00:00,,youtube_comment,UgxvYRPc-j2RgQ2Muit4AaABAg,"TextBlob is ok for demo but for production purposes hf is better, textblob isn’t prone to humour, sarcasm, bad followed by good word of in same sentence",@ghxstevxrtus6686,6.0,2025-06-14 05:42:08+00:00,"TextBlob is ok for demo but for production purposes hf is better, textblob isnt prone to humour, sarcasm, bad followed by good word of in same sentence",negative,-0.1732,0.261,0.253,0.486,0.486
FDyZ3TJKW-Y,,,2025-12-11 03:56:43+00:00,,youtube_comment,UgzPoVQgx_WH3p0xST14AaABAg,"This code just finds such words like sad,glad.happy,bad in the post and just return the output this programme not 'understands  sentiment;",@Kisanandore,1.0,2025-12-11 03:56:43+00:00,"This code just finds such words like sad,glad.happy,bad in the post and just return the output this programme not 'understands sentiment;",positive,0.3612,0.111,0.0,0.889,0.889
FDyZ3TJKW-Y,,,2025-06-17 04:05:32+00:00,,youtube_comment,UgxnkWvvbD25J7uHqUR4AaABAg,How do you get that command prompt to open?,@icaro_2305,2.0,2025-06-17 04:05:32+00:00,How do you get that command prompt to open?,neutral,0.0,0.0,0.0,1.0,1.0
FDyZ3TJKW-Y,,,2025-09-19 09:13:53+00:00,,youtube_comment,UgyngqaZaPyAmmstNrh4AaABAg,Theme name?,@OmarElkady-s2z,0.0,2025-09-19 09:13:53+00:00,Theme name?,neutral,0.0,0.0,0.0,1.0,1.0
FDyZ3TJKW-Y,,,2025-05-28 03:09:24+00:00,,youtube_comment,UgxWVVmutlpScNb0_3l4AaABAg,Why does code aways looks like you have said the same thing forward and backwards to get an answer,@nobilismaximus,1.0,2025-05-28 03:09:24+00:00,Why does code aways looks like you have said the same thing forward and backwards to get an answer,positive,0.3612,0.122,0.0,0.878,0.878
FDyZ3TJKW-Y,,,2026-01-24 17:56:02+00:00,,youtube_comment,Ugwto3Yg2h3PGJMQK994AaABAg,howw??,@aibuildersshub,0.0,2026-01-24 17:56:02+00:00,howw??,neutral,0.0,0.0,0.0,1.0,1.0
FDyZ3TJKW-Y,,,2025-06-23 10:54:22+00:00,,youtube_comment,UgzzyQA6naDIXUD34IJ4AaABAg,What does even a string being positive mean,@RedPSX,0.0,2025-06-23 10:54:22+00:00,What does even a string being positive mean,positive,0.5574,0.34,0.0,0.66,0.66
FDyZ3TJKW-Y,,,2026-02-04 19:02:27+00:00,,youtube_comment,Ugwu9sD5HcFV1VjoDwN4AaABAg,"from Textblob import Textblob

def analyze_sentiment(text):
       blob = Textblob(text)
       sentiment_score = blob.sentiment.polarity
If sentiment_score  <  0:
      return ""Positive""
elif sentiment_score  <  0:
      return ""Negative""
else:
          return ""Netural""",@DurgaPandey-ne1qr,0.0,2026-02-04 19:02:27+00:00,"from Textblob import Textblob def analyze_sentiment(text): blob = Textblob(text) sentiment_score = blob.sentiment.polarity If sentiment_score < 0: return ""Positive"" elif sentiment_score < 0: return ""Negative"" else: return ""Netural""",neutral,-0.0258,0.111,0.115,0.774,0.774
G6ox8gdjNhE,How to Do Sentiment Analysis in n8n (Step-by-Step Guide),Ryan & Matt Data Science,2025-11-04 13:48:38+00:00,"Don't miss out! Get FREE access to my Skool community — packed with resources, tools, and support to help you with Data, ...",youtube_video,,,,,,,,,,,,
G6ox8gdjNhE,,,2025-11-03 15:14:06+00:00,,youtube_comment,Ugx0fei8pCsvBQJxat94AaABAg,"🧠 Don’t miss out! Get FREE access to my Skool community — packed with resources, tools, and support to help you with Data, Machine Learning, and AI Automations! 📈    https://www.skool.com/data-and-ai-automations-4579

Hire me for N8N Automations: https://ryanandmattdatascience.com/hire-n8n-automation-engineer/
*Get 10% off your Hostinger n8n Self Hosted plan here: https://hostinger.com/datascience
*Get n8n Cloud Here: https://n8n.partnerlinks.io/zbf786z9qbko",@RyanAndMattDataScience,0.0,2025-11-03 15:14:06+00:00,"Dont miss out! Get FREE access to my Skool community packed with resources, tools, and support to help you with Data, Machine Learning, and AI Automations! Hire me for N8N Automations: *Get 10% off your Hostinger n8n Self Hosted plan here: *Get n8n Cloud Here:",positive,0.8875,0.218,0.0,0.782,0.782
G6ox8gdjNhE,,,2025-11-04 14:27:00+00:00,,youtube_comment,Ugx5xkG9UdGcL8FYgRB4AaABAg,Video is Awesome🎉,@Solveric,1.0,2025-11-04 14:27:00+00:00,Video is Awesome,positive,0.6249,0.672,0.0,0.328,0.672
G6ox8gdjNhE,,,2025-11-26 23:14:08+00:00,,youtube_comment,UgzECRwLBvzEE1D7JO94AaABAg,"Thank you, good video.",@9Neres,0.0,2025-11-26 23:14:08+00:00,"Thank you, good video.",positive,0.6597,0.73,0.0,0.27,0.73
G6ox8gdjNhE,,,2025-11-08 13:09:10+00:00,,youtube_comment,UgwBuT3qG_EIsMfQQNd4AaABAg,"cool, bro. thanks",@maximpenkin3431,0.0,2025-11-08 13:09:10+00:00,"cool, bro. thanks",positive,0.6369,0.839,0.0,0.161,0.839
N6TUE4vRAXY,Python Sentiment Analysis Using LLMs: A Step-by-Step Tutorial,Fabi.ai: Your AI data analyst for all your data,2025-05-23 05:06:15+00:00,Learn how to perform sentiment analysis in Python by leveraging the capabilities of Large Language Models (LLMs).,youtube_video,,,,,,,,,,,,
N6TUE4vRAXY,,,2026-01-25 09:44:39+00:00,,youtube_comment,UgxShpy2nyQ511jBkbp4AaABAg,What language types can Fabi ai work with? I am interested in Kazakh and Russian languages,@daomiaoft,0.0,2026-01-25 09:44:39+00:00,What language types can Fabi ai work with? I am interested in Kazakh and Russian languages,positive,0.4019,0.153,0.0,0.847,0.847
nBZUcBrq6oA,How Sentiment Analysis works | AI | NLP,AI Sciences,2021-11-22 13:40:14+00:00,Get a look at our course on data science and AI here: https://bit.ly/3thtoUJ ...,youtube_video,,,,,,,,,,,,
nBZUcBrq6oA,,,2024-09-11 07:39:34+00:00,,youtube_comment,Ugy1fIZQriw4cWfTn7d4AaABAg,Thankyou very informative,@leenamathur7313,0.0,2024-09-11 07:39:34+00:00,Thankyou very informative,neutral,0.0,0.0,0.0,1.0,1.0
nBZUcBrq6oA,,,2026-02-04 07:47:47+00:00,,youtube_comment,Ugw-SV6duRM6xSlr7sh4AaABAg,❤,@dilaworkenh483,0.0,2026-02-04 07:47:47+00:00,,neutral,0.0,0.0,0.0,0.0,0.0
nBZUcBrq6oA,,,2022-07-17 11:28:15+00:00,,youtube_comment,UgxxnpwITUfxMR6SsT54AaABAg,"How can an ML model classify ""Never a dull moment!"" as positive sentiment even if the statement has a couple of ""negative"" words?",@weeyanwoops6735,2.0,2022-07-17 11:28:15+00:00,"How can an ML model classify ""Never a dull moment!"" as positive sentiment even if the statement has a couple of ""negative"" words?",positive,0.3506,0.206,0.124,0.67,0.67
nBZUcBrq6oA,,,2022-12-17 10:03:28+00:00,,youtube_comment,UgxLYLw7sggbAccwArR4AaABAg,eff dis,@sherryhardeo6370,3.0,2022-12-17 10:03:28+00:00,eff dis,neutral,0.0,0.0,0.0,1.0,1.0
nBZUcBrq6oA,,,2021-11-22 15:00:23+00:00,,youtube_comment,UgyDzE52n7huwE04PSx4AaABAg,"First comment 🥳🥳🥳🥳🥳🥳🥳



Thank you for the video 🥳🥳🥳🥳🥳🥳",@chikkii1601,1.0,2021-11-22 15:00:23+00:00,First comment Thank you for the video,positive,0.3612,0.294,0.0,0.706,0.706
QpzMWQvxXWk,Python Sentiment Analysis Project with NLTK and 🤗 Transformers. Classify Amazon Reviews!!,Rob Mulla,2022-05-05 14:46:00+00:00,In this video you will go through a Natural Language Processing Python Project creating a Sentiment Analysis classifier with ...,youtube_video,,,,,,,,,,,,
QpzMWQvxXWk,,,2022-07-17 17:36:54+00:00,,youtube_comment,UgwpVIgRBXlVgns5Qxp4AaABAg,"great content, this deserves a million views...   {'roberta_neg': 0, 'roberta_neu': 0, 'roberta_pos': 100}😀",@nixonsebastian2892,373.0,2022-07-17 17:36:54+00:00,"great content, this deserves a million views... {'roberta_neg': 0, 'roberta_neu': 0, 'roberta_pos': 100}",positive,0.6249,0.255,0.0,0.745,0.745
QpzMWQvxXWk,,,2025-04-16 01:37:44+00:00,,youtube_comment,Ugytzeun-ashUnfilwZ4AaABAg,AI detectors keep getting stricter but Walter Writes AI Humanizer still makes my writing pass every time,@rileysocialdesk_2,527.0,2025-04-16 01:37:44+00:00,AI detectors keep getting stricter but Walter Writes AI Humanizer still makes my writing pass every time,neutral,0.0,0.0,0.0,1.0,1.0
QpzMWQvxXWk,,,2023-04-05 19:30:24+00:00,,youtube_comment,Ugz7Ypk3G5rwexuTi494AaABAg,"I don't often left comments on youtube but, finally someone that explains everything from scratch...I am a JS developer. And it's really cool your that you explain every piece of code. That really helped, I was able to understand everything.",@Thikondrius,72.0,2023-04-05 19:31:12+00:00,"I don't often left comments on youtube but, finally someone that explains everything from scratch...I am a JS developer. And it's really cool your that you explain every piece of code. That really helped, I was able to understand everything.",positive,0.5251,0.08,0.0,0.92,0.92
QpzMWQvxXWk,,,2022-11-25 04:20:50+00:00,,youtube_comment,UgyhXWwmXMYlmKhB7QJ4AaABAg,"Huge thank you to you!!! I recently participated in a ML hackathon and they had sentiment analysis as one of their problem statements. I had watched your video prior to the competition and used hugging face whereas everyone else used the standard vader. I ended up getting the highest accuracy and placed first, all in my second year of engineering. Genuinely, can’t thank you enough for the information!

Team random_state42",@atharvpatawar8346,141.0,2022-11-25 04:21:26+00:00,"Huge thank you to you!!! I recently participated in a ML hackathon and they had sentiment analysis as one of their problem statements. I had watched your video prior to the competition and used hugging face whereas everyone else used the standard vader. I ended up getting the highest accuracy and placed first, all in my second year of engineering. Genuinely, cant thank you enough for the information! Team random_state42",positive,0.607,0.112,0.061,0.827,0.827
QpzMWQvxXWk,,,2024-04-15 11:09:33+00:00,,youtube_comment,UgxDka5DlNZqJdv2et94AaABAg,Just completed it. I really enjoyed working on it. Your way of teaching is just awesome!,@ibrahimkhanjabarkhail,4.0,2024-04-15 11:09:33+00:00,Just completed it. I really enjoyed working on it. Your way of teaching is just awesome!,positive,0.8395,0.363,0.0,0.637,0.637
QpzMWQvxXWk,,,2023-05-09 02:10:08+00:00,,youtube_comment,UgxSmj3AidWcrGK8ZvZ4AaABAg,"Great tutorial, for anyone facing the error of tensor_size more than 514 need to add the max_length as an argument in tokenizer...
def polarity_scores_roberta(example):
    encoded_text= tokenizer(example, return_tensors='pt', truncation=True, max_length=512) # (max_length should be 512)
    output= model(**encoded_text)
    scores= output[0][0].detach().numpy()
    scores= softmax(scores)
    scores_dict= {
    'roberta_neg': scores[0],
    'roberta_neu': scores[1],
    'roberta_pos': scores[2]
}
    return scores_dict",@anishshah4850,3.0,2023-05-09 02:10:08+00:00,"Great tutorial, for anyone facing the error of tensor_size more than 514 need to add the max_length as an argument in tokenizer... def polarity_scores_roberta(example): encoded_text= tokenizer(example, return_tensors='pt', truncation=True, max_length=512) # (max_length should be 512) output= model(**encoded_text) scores= output[0][0].detach().numpy() scores= softmax(scores) scores_dict= { 'roberta_neg': scores[0], 'roberta_neu': scores[1], 'roberta_pos': scores[2] } return scores_dict",neutral,-0.0258,0.072,0.091,0.838,0.838
QpzMWQvxXWk,,,2023-09-28 16:39:17+00:00,,youtube_comment,UgxALr1RBRdQWBUbggR4AaABAg,I like the pace at which you teach this content it is relaxed and very enjoyable to watch for me.,@wambulance69xx,8.0,2023-09-28 16:39:17+00:00,I like the pace at which you teach this content it is relaxed and very enjoyable to watch for me.,positive,0.8357,0.343,0.0,0.657,0.657
QpzMWQvxXWk,,,2024-11-20 10:27:43+00:00,,youtube_comment,Ugwp_7BKzS3sQaEfHhR4AaABAg,i am a beginner and i understood everythinggg,@srivastavshubh,1.0,2024-11-20 10:27:43+00:00,i am a beginner and i understood everythinggg,neutral,0.0,0.0,0.0,1.0,1.0
QpzMWQvxXWk,,,2022-05-05 14:53:06+00:00,,youtube_comment,UgzKb0eM8U_jxFjotK54AaABAg,Thanks for posting the awesome tutorial. Would love to learn more from you.,@adityabhatt04,9.0,2022-05-05 14:53:06+00:00,Thanks for posting the awesome tutorial. Would love to learn more from you.,positive,0.9042,0.528,0.0,0.472,0.528
QpzMWQvxXWk,,,2024-04-15 10:49:34+00:00,,youtube_comment,UgzkwEQ5bufAowd_TvV4AaABAg,24:45 the hugging face model is not laoding properly,@nishanths5724,3.0,2024-04-15 10:49:34+00:00,24:45 the hugging face model is not laoding properly,positive,0.4215,0.259,0.0,0.741,0.741
QpzMWQvxXWk,,,2024-03-31 05:50:47+00:00,,youtube_comment,Ugz9qaFUwyfqOtDAzjR4AaABAg,A great video! Many thanks for your valuable content.❤,@ngominhhieu6602,1.0,2024-03-31 05:50:47+00:00,A great video! Many thanks for your valuable content.,positive,0.8858,0.634,0.0,0.366,0.634
QpzMWQvxXWk,,,2022-09-14 17:38:26+00:00,,youtube_comment,UgzbyMTTD_s7RBbT_mB4AaABAg,"how you don't have 100k subs, defeats me.",@jstello,12.0,2022-09-14 17:38:26+00:00,"how you don't have 100k subs, defeats me.",negative,-0.3182,0.0,0.247,0.753,0.753
QpzMWQvxXWk,,,2025-06-13 19:37:21+00:00,,youtube_comment,UgzN_gKQW5AJXXC5lZt4AaABAg,"great one, i have learned lot of things in this 45 minutes.",@xovian1,1.0,2025-06-13 19:37:21+00:00,"great one, i have learned lot of things in this 45 minutes.",positive,0.6249,0.272,0.0,0.728,0.728
QpzMWQvxXWk,,,2023-03-03 18:50:55+00:00,,youtube_comment,UgzdAWJm0bd1TIGn6KB4AaABAg,I’m so glad I found this channel!!,@brindhaganesan3580,2.0,2023-03-03 18:50:55+00:00,Im so glad I found this channel!!,positive,0.5963,0.393,0.0,0.607,0.607
QpzMWQvxXWk,,,2023-02-16 20:32:52+00:00,,youtube_comment,UgwYkNwfDqSazSTDQuh4AaABAg,You are my newly found Python mentor. Good content Rob,@dgr8a1,6.0,2023-02-16 20:32:52+00:00,You are my newly found Python mentor. Good content Rob,negative,-0.1779,0.2,0.248,0.552,0.552
QpzMWQvxXWk,,,2025-03-20 15:23:51+00:00,,youtube_comment,UgzEvJkaZRiafZRArD54AaABAg,2X speed is all you need ! amazing video !,@pranavreddy8766,0.0,2025-03-20 15:23:51+00:00,2X speed is all you need ! amazing video !,positive,0.658,0.328,0.0,0.672,0.672
QpzMWQvxXWk,,,2024-05-26 02:26:08+00:00,,youtube_comment,UgyLIPkUCGVZ2QLoh9d4AaABAg,Very good explanation . Thanks a lot❤❤,@vinitkumarpatel1030,1.0,2024-05-26 02:26:08+00:00,Very good explanation . Thanks a lot,positive,0.7264,0.549,0.0,0.451,0.549
QpzMWQvxXWk,,,2025-11-05 12:44:59+00:00,,youtube_comment,UgyTm2ebE1c72Bt1Xb14AaABAg,this was super helpful!! Thank you :)),@dara-px1ni,0.0,2025-11-05 12:44:59+00:00,this was super helpful!! Thank you :)),positive,0.8684,0.71,0.0,0.29,0.71
QpzMWQvxXWk,,,2025-08-01 15:12:42+00:00,,youtube_comment,UgzDTdyfVcQVNbOqiQh4AaABAg,Amazing! Thank you very much rob,@יוסףגבאי-י8ז,0.0,2025-08-01 15:12:42+00:00,Amazing! Thank you very much rob,positive,0.4046,0.489,0.288,0.223,0.489
QpzMWQvxXWk,,,2023-05-07 06:47:06+00:00,,youtube_comment,UgxJxFjeBt2HV28kAjh4AaABAg,"i cannot thank you enough , you saved my 6th semester",@srishtikaranth,1.0,2023-05-07 06:47:06+00:00,"i cannot thank you enough , you saved my 6th semester",positive,0.1754,0.201,0.152,0.647,0.647
QpzMWQvxXWk,,,2025-07-04 21:03:37+00:00,,youtube_comment,UgyfvxMVhYfwt_jv25F4AaABAg,thank you so much! this was my first project in AI and it definitely makes me very interested about the subject. It was very easy to follow and also a cool idea!,@ceashkalooza6388,0.0,2025-07-04 21:03:37+00:00,thank you so much! this was my first project in AI and it definitely makes me very interested about the subject. It was very easy to follow and also a cool idea!,positive,0.9227,0.346,0.0,0.654,0.654
QpzMWQvxXWk,,,2024-02-04 01:28:59+00:00,,youtube_comment,Ugx6tIpS_6e55Y4ugll4AaABAg,"Great video, I am starting to understand NLP much more. Thank you so much!",@montyg510,0.0,2024-02-04 01:28:59+00:00,"Great video, I am starting to understand NLP much more. Thank you so much!",positive,0.8012,0.375,0.0,0.625,0.625
QpzMWQvxXWk,,,2024-11-13 21:41:38+00:00,,youtube_comment,UgzmlfrKpDVx6S2g-VB4AaABAg,"very good, thank you for your effort and passion!!!",@fpishita2725,0.0,2024-11-13 21:41:38+00:00,"very good, thank you for your effort and passion!!!",positive,0.8704,0.621,0.0,0.379,0.621
QpzMWQvxXWk,,,2025-03-12 09:50:54+00:00,,youtube_comment,UgwbsvvA7A5crdzmKaV4AaABAg,You are amazing. Thank you for this video,@ChildrenBibleandChristianStori,0.0,2025-03-12 09:50:54+00:00,You are amazing. Thank you for this video,positive,0.743,0.512,0.0,0.488,0.512
QpzMWQvxXWk,,,2024-12-14 12:44:29+00:00,,youtube_comment,Ugws8Bmmz3SNaA95QuZ4AaABAg,this tutorial is very helpfull for me when i was learning sentiment analysis. Love it,@CodewithTanveer-g8m,0.0,2024-12-14 12:44:29+00:00,this tutorial is very helpfull for me when i was learning sentiment analysis. Love it,positive,0.6369,0.231,0.0,0.769,0.769
QpzMWQvxXWk,,,2023-04-24 13:58:06+00:00,,youtube_comment,UgyjQK3INY48Htc19eF4AaABAg,This video is incredibly helpful! Thanks!,@GearSuppliesInc,1.0,2023-04-24 13:58:06+00:00,This video is incredibly helpful! Thanks!,positive,0.7818,0.632,0.0,0.368,0.632
QpzMWQvxXWk,,,2024-02-15 20:52:48+00:00,,youtube_comment,Ugyf7cKwl8f-2o8LipV4AaABAg,Great video. Your explanations were very clear and concise and easy to follow.,@evansala7814,0.0,2024-02-15 20:52:48+00:00,Great video. Your explanations were very clear and concise and easy to follow.,positive,0.8718,0.497,0.0,0.503,0.503
QpzMWQvxXWk,,,2024-03-03 01:24:25+00:00,,youtube_comment,UgxlwaRrHvCVZw46jah4AaABAg,"Excellent video, started coding with chatgpt, and this adds a new layer of info , thank you mate :)  Subd",@abhishekpadmanabhan3945,0.0,2024-03-03 01:24:25+00:00,"Excellent video, started coding with chatgpt, and this adds a new layer of info , thank you mate :) Subd",positive,0.8481,0.351,0.0,0.649,0.649
