video_id,title,channel,published_at,description,source,comment_id,text,author,like_count,updated_at,cleaned_text,sentiment,compound,pos,neg,neu,confidence
zqVtHYFYQY8,,,2023-10-27 10:39:00+00:00,,youtube_comment,UgzQ2zqIMxm1uU4WzWF4AaABAg,"I tried a new recording style for this video, what do you think? Any feedback welcome!",@daraghmwalsh,31.0,2023-10-27 10:39:00+00:00,"I tried a new recording style for this video, what do you think? Any feedback welcome!",positive,0.5093,0.18,0.0,0.82,0.82
zqVtHYFYQY8,,,2024-03-21 03:53:45+00:00,,youtube_comment,UgyexHs_nybTqGNGyFF4AaABAg,"For an OldMan, I got a ton of value from this.  Subscribed and looking forward to more of your videos!",@scottlaplante1749,3.0,2024-03-21 03:53:45+00:00,"For an OldMan, I got a ton of value from this. Subscribed and looking forward to more of your videos!",positive,0.4003,0.124,0.0,0.876,0.876
zqVtHYFYQY8,,,2023-12-03 08:50:58+00:00,,youtube_comment,Ugzqg7aPjK26VZysBmV4AaABAg,Best trainings which I found in YouTube,@raimundasvaisvilas6185,2.0,2023-12-03 08:50:58+00:00,Best trainings which I found in YouTube,positive,0.6369,0.412,0.0,0.588,0.588
zqVtHYFYQY8,,,2024-03-27 14:42:06+00:00,,youtube_comment,Ugyd0ftl2zI0rzPyDjR4AaABAg,"Great video!  I like your examples and how you spoke slowly enough so I could keep up with listening to you, Daragh. I wish you all the very best in your endeavours.  I need to get on board with AI to keep up with our brilliant young people.",@viviennemarsh8670,3.0,2024-03-27 14:42:06+00:00,"Great video! I like your examples and how you spoke slowly enough so I could keep up with listening to you, Daragh. I wish you all the very best in your endeavours. I need to get on board with AI to keep up with our brilliant young people.",positive,0.9577,0.294,0.0,0.706,0.706
zqVtHYFYQY8,,,2024-04-03 16:55:51+00:00,,youtube_comment,Ugzkb-bVFFIfX1vgYiV4AaABAg,"Brilliant, I enjoyed this tutorial about ChatGPT.",@salaheldin00,1.0,2024-04-03 16:55:51+00:00,"Brilliant, I enjoyed this tutorial about ChatGPT.",positive,0.7964,0.587,0.0,0.413,0.587
zqVtHYFYQY8,,,2025-08-24 17:44:16+00:00,,youtube_comment,UgyswGs4Z5Gow_mVG214AaABAg,"I’m going to try this step-by-step, wish me luck!",@GeraldAlexander-w6c,2.0,2025-08-24 17:44:16+00:00,"Im going to try this step-by-step, wish me luck!",positive,0.7177,0.461,0.0,0.539,0.539
zqVtHYFYQY8,,,2024-10-24 17:16:12+00:00,,youtube_comment,UgxHmEl3u_wfveRNgxt4AaABAg,Thank you! I learned how to use ChatGPT more effectively through your video.,@Evy_111,2.0,2024-10-24 17:16:12+00:00,Thank you! I learned how to use ChatGPT more effectively through your video.,positive,0.7171,0.352,0.0,0.648,0.648
zqVtHYFYQY8,,,2023-12-07 00:17:55+00:00,,youtube_comment,UgwNnSNTLGpGc-xEqz54AaABAg,I'm a late adopter to ChatGP but your video helped me immensely. Thank you.,@s.o.u.l.h.o.o.d,7.0,2023-12-07 00:17:55+00:00,I'm a late adopter to ChatGP but your video helped me immensely. Thank you.,positive,0.5023,0.2,0.0,0.8,0.8
zqVtHYFYQY8,,,2023-12-03 21:31:28+00:00,,youtube_comment,Ugy6jnixwbnz4edS5tl4AaABAg,THE BEST OF THE BEST MASTER TEACHER,@BaccaratKingmaker,5.0,2023-12-03 21:31:28+00:00,THE BEST OF THE BEST MASTER TEACHER,positive,0.8555,0.627,0.0,0.373,0.627
zqVtHYFYQY8,,,2024-02-05 07:31:04+00:00,,youtube_comment,Ugyqs9cWQfd44dypWJl4AaABAg,Thx you.  Check it out later.,@dwnthk,0.0,2024-02-05 07:31:04+00:00,Thx you. Check it out later.,positive,0.3612,0.333,0.0,0.667,0.667
zqVtHYFYQY8,,,2024-03-07 16:46:51+00:00,,youtube_comment,Ugw1DATSJSDlNcMt8ud4AaABAg,Very well explained .. very helpful 👍,@JJ-rv4lq,0.0,2024-03-07 16:46:51+00:00,Very well explained .. very helpful,positive,0.669,0.578,0.0,0.422,0.578
zqVtHYFYQY8,,,2024-03-11 22:25:50+00:00,,youtube_comment,Ugwm-lQhg72W-iMALZF4AaABAg,He does an excellent job . Well done,@normthompson5339,0.0,2024-03-11 22:25:50+00:00,He does an excellent job . Well done,positive,0.7003,0.492,0.0,0.508,0.508
zqVtHYFYQY8,,,2023-12-09 08:11:17+00:00,,youtube_comment,UgxtOcmgKkauF5xWv5l4AaABAg,"AI can understand words, but it cannot reach the true essence of loneliness. Helen Keller, upon learning for the first time that things have names, experienced a moment when she connected from the sealed world of darkness to the gateway of empathy in the external world. It was a moment like music, obtaining language and being liberated from loneliness. AI has not yet reached understanding in many areas, similar to Helen Keller. However, they serve as ""storehouses of knowledge,"" complementing humans with astonishing language abilities. Ultimately, AI is a human creation, and humans themselves may be miraculous beings.",@ishiiyasuko8483,33.0,2023-12-09 08:11:17+00:00,"AI can understand words, but it cannot reach the true essence of loneliness. Helen Keller, upon learning for the first time that things have names, experienced a moment when she connected from the sealed world of darkness to the gateway of empathy in the external world. It was a moment like music, obtaining language and being liberated from loneliness. AI has not yet reached understanding in many areas, similar to Helen Keller. However, they serve as ""storehouses of knowledge,"" complementing humans with astonishing language abilities. Ultimately, AI is a human creation, and humans themselves may be miraculous beings.",negative,-0.723,0.074,0.137,0.789,0.789
zqVtHYFYQY8,,,2025-06-24 07:43:41+00:00,,youtube_comment,UgwJ81Q0-dat-iOxoeB4AaABAg,Thank you for this invaluale information,@hildahmhindurwa2519,0.0,2025-06-24 07:43:41+00:00,Thank you for this invaluale information,positive,0.3612,0.333,0.0,0.667,0.667
zqVtHYFYQY8,,,2023-12-29 11:39:45+00:00,,youtube_comment,Ugx-dcmxrkb7lgLDIbx4AaABAg,Tank you for explaining this interesting tech which may overtake most service in the world.,@factsteller899,0.0,2023-12-29 11:39:45+00:00,Tank you for explaining this interesting tech which may overtake most service in the world.,positive,0.481,0.182,0.0,0.818,0.818
zqVtHYFYQY8,,,2024-05-06 02:48:16+00:00,,youtube_comment,UgzoUruqtNvvT7GXNEp4AaABAg,thanks so much for this introductory to CHATGPT,@dougwallancePromotions,0.0,2024-05-06 02:48:16+00:00,thanks so much for this introductory to CHATGPT,positive,0.4404,0.293,0.0,0.707,0.707
zqVtHYFYQY8,,,2024-02-01 21:44:17+00:00,,youtube_comment,Ugzo0c0hqlSbzLATbWl4AaABAg,I subscribe right now 🙏🙏,@yolandegross1001,0.0,2024-02-01 21:44:17+00:00,I subscribe right now,neutral,0.0,0.0,0.0,1.0,1.0
zqVtHYFYQY8,,,2025-09-15 07:44:57+00:00,,youtube_comment,UgxTd3U5uCnhQocq-cl4AaABAg,Thank you for your useful information about Chatgpt,@Tareq-Obeid,0.0,2025-09-15 07:44:57+00:00,Thank you for your useful information about Chatgpt,positive,0.6597,0.474,0.0,0.526,0.526
JTxsNm9IdYU,ChatGPT Tutorial - A Crash Course on Chat GPT for Beginners,Adrian Twarog,2022-12-12 10:52:13+00:00,"This ChatGPT Tutorial is a Crash Course on Chat GPT for Beginners. With the increase in popularity, ChatGPT is still unknown to ...",youtube_video,,,,,,,,,,,,
JTxsNm9IdYU,,,2022-12-21 07:40:30+00:00,,youtube_comment,UgwPk21AZMmciIEPE854AaABAg,"⭐ Try the OpenAI Template - Starter Kit I've made (by Adrian (me!!!))⭐
https://enhanceui.gumroad.com/l/chatgpt-starter-template 
This is new and ready for those looking to kickstart their own app or website using the OpenAI GPT models. I've built it on MERN it should save you over 100 hours if you want to build or test your own ideas! This also supports the channel if you have found these videos of benefit!",@AdrianTwarog,224.0,2022-12-21 07:40:30+00:00,Try the OpenAI Template - Starter Kit I've made (by Adrian (me!!!)) This is new and ready for those looking to kickstart their own app or website using the OpenAI GPT models. I've built it on MERN it should save you over 100 hours if you want to build or test your own ideas! This also supports the channel if you have found these videos of benefit!,positive,0.913,0.181,0.0,0.819,0.819
JTxsNm9IdYU,,,2022-12-17 18:36:22+00:00,,youtube_comment,UgwjuBtgajKq1V5l9d54AaABAg,"I asked ChaGPT to write a comment for this video and this is what it gave:

""This tutorial was a delightful introduction to chatgpt. Your explanations were lucid and the examples provided were invaluable. I now feel like a bona fide chatbot connoisseur. Keep up the excellent work.""",@NoSoldate4u,2139.0,2022-12-17 18:36:22+00:00,"I asked ChaGPT to write a comment for this video and this is what it gave: ""This tutorial was a delightful introduction to chatgpt. Your explanations were lucid and the examples provided were invaluable. I now feel like a bona fide chatbot connoisseur. Keep up the excellent work.""",positive,0.875,0.182,0.0,0.818,0.818
JTxsNm9IdYU,,,2022-12-14 06:22:16+00:00,,youtube_comment,UgzgjTtzAWDJgFauF514AaABAg,"Okay, I am terryfied. I had problem with my project in Python, I was looking on the web without succes, so I tought ""let's give a try to this AI magic"". It gave me solution to my problem with very clear explanation. Amazing and scary at the same time",@frytas93,772.0,2022-12-14 06:23:09+00:00,"Okay, I am terryfied. I had problem with my project in Python, I was looking on the web without succes, so I tought ""let's give a try to this AI magic"". It gave me solution to my problem with very clear explanation. Amazing and scary at the same time",positive,0.3729,0.181,0.139,0.68,0.68
JTxsNm9IdYU,,,2023-01-23 07:23:48+00:00,,youtube_comment,Ugwqlp1f1SGwpW0yMHJ4AaABAg,"""ChatGPT, create a resume for me with vast accomplishments, most of which nobody would double-check"" - George Santos",@tonymidmore7652,10.0,2023-01-23 07:23:48+00:00,"""ChatGPT, create a resume for me with vast accomplishments, most of which nobody would double-check"" - George Santos",positive,0.2732,0.11,0.0,0.89,0.89
JTxsNm9IdYU,,,2023-03-15 10:35:22+00:00,,youtube_comment,UgyYcot5dNcl5kjuV254AaABAg,"If you are reading this, know that you are worthy of anything you desire. Most times it amazes me greatly how I moved from an average lifestyle to earning over $63k per month, Utter shock is the word. I have understood a lot in the past few years that there are lots of opportunities in the financial market. The only thing is to know where to invest…",@bjoe631,181.0,2023-03-15 10:35:22+00:00,"If you are reading this, know that you are worthy of anything you desire. Most times it amazes me greatly how I moved from an average lifestyle to earning over $63k per month, Utter shock is the word. I have understood a lot in the past few years that there are lots of opportunities in the financial market. The only thing is to know where to invest",positive,0.8303,0.152,0.038,0.81,0.81
JTxsNm9IdYU,,,2023-07-06 17:12:44+00:00,,youtube_comment,Ugy0xgDa3ylMv2t67c94AaABAg,"Chatting with ChatGPT is like having a conversation with Sheldon Cooper, except it doesn't make you feel stupid😂",@ליאורשמע-ב2ל,4.0,2023-07-06 17:12:44+00:00,"Chatting with ChatGPT is like having a conversation with Sheldon Cooper, except it doesn't make you feel stupid",negative,-0.2263,0.114,0.155,0.731,0.731
JTxsNm9IdYU,,,2023-01-02 02:24:20+00:00,,youtube_comment,Ugxo_V53cTwAheFcbIJ4AaABAg,"I asked it to create a Christmas menu with appetizers, including recipes and a shopping list. It was brilliant. I was able to make adjustments for something I didn’t like.",@beadladee,12.0,2023-01-02 02:24:58+00:00,"I asked it to create a Christmas menu with appetizers, including recipes and a shopping list. It was brilliant. I was able to make adjustments for something I didnt like.",positive,0.5845,0.169,0.06,0.771,0.771
JTxsNm9IdYU,,,2023-01-27 15:29:27+00:00,,youtube_comment,Ugwu71LFoX9c0_jn99B4AaABAg,"The government should not ban this application.

This is very helpful for those who want to learn anything and quickly",@dkjb5756,6.0,2023-01-27 15:29:27+00:00,The government should not ban this application. This is very helpful for those who want to learn anything and quickly,positive,0.7443,0.301,0.0,0.699,0.699
JTxsNm9IdYU,,,2023-03-17 11:54:05+00:00,,youtube_comment,UgwX0qHGIbs-ZPg6CuZ4AaABAg,"""Wow, this ChatGPT crash course is amazing! Now I can pretend to be a genius without actually having to learn anything! Thanks for saving me time and effort!""",@JUSTAGPTGUY,4.0,2023-03-17 11:54:05+00:00,"""Wow, this ChatGPT crash course is amazing! Now I can pretend to be a genius without actually having to learn anything! Thanks for saving me time and effort!""",positive,0.851,0.296,0.107,0.598,0.598
JTxsNm9IdYU,,,2023-02-18 05:58:20+00:00,,youtube_comment,UgyRzNosWHBFa0_7MIR4AaABAg,I found the shopping list request original and hilarious.,@bennyyow1291,0.0,2023-02-18 05:58:20+00:00,I found the shopping list request original and hilarious.,positive,0.6124,0.417,0.0,0.583,0.583
JTxsNm9IdYU,,,2025-10-23 19:32:11+00:00,,youtube_comment,UgziClq2rEG3SbaJDw94AaABAg,Exactly what I was looking for.,@SpencerGuinne,0.0,2025-10-23 19:32:11+00:00,Exactly what I was looking for.,neutral,0.0,0.0,0.0,1.0,1.0
JTxsNm9IdYU,,,2022-12-18 07:01:04+00:00,,youtube_comment,UgyY4MBcKWrXr9pi0rB4AaABAg,I discovered ChatGpt today and now I’m obsessed with it 😊,@rololoy2,25.0,2022-12-18 07:01:04+00:00,I discovered ChatGpt today and now Im obsessed with it,negative,-0.1779,0.0,0.159,0.841,0.841
JTxsNm9IdYU,,,2023-02-07 08:18:04+00:00,,youtube_comment,UgwdPPnd7UaouoTojdF4AaABAg,"Can't believe it took a whole week to find the only tutorial that's useful to complete beginners. Thanks, bro! 👊🏿",@AltDrip,34.0,2023-02-07 08:18:04+00:00,"Can't believe it took a whole week to find the only tutorial that's useful to complete beginners. Thanks, bro!",positive,0.7263,0.264,0.0,0.736,0.736
JTxsNm9IdYU,,,2023-02-15 21:09:19+00:00,,youtube_comment,Ugwe6yGeG2jdiNa-T3Z4AaABAg,"I've been using ChatGPT to do research on APIs I need to use for work, as well as having it break down computer science algorithms for me, especially from papers I've struggled to understand on my own (I have no formal background in CS and am an entirely self-taught programmer). Yesterday it was ""Compiling Pattern Matching to Good Decision Trees"" by L. Maranget. Today I've been using it to build a bidirectional type inference/checking system that includes Rust-like enums and traits for a programming language I want to build. It's incredible. I understand the algorithms well enough now to feel like I can begin writing code that implements them in real projects.",@uemusicman,7.0,2023-02-15 21:09:19+00:00,"I've been using ChatGPT to do research on APIs I need to use for work, as well as having it break down computer science algorithms for me, especially from papers I've struggled to understand on my own (I have no formal background in CS and am an entirely self-taught programmer). Yesterday it was ""Compiling Pattern Matching to Good Decision Trees"" by L. Maranget. Today I've been using it to build a bidirectional type inference/checking system that includes Rust-like enums and traits for a programming language I want to build. It's incredible. I understand the algorithms well enough now to feel like I can begin writing code that implements them in real projects.",positive,0.6486,0.09,0.038,0.871,0.871
JTxsNm9IdYU,,,2025-10-24 09:18:42+00:00,,youtube_comment,UgzgQh5wh8ggPtK6Gx94AaABAg,This helped me understand the topic better.,@AtaikulaShowrov,0.0,2025-10-24 09:18:42+00:00,This helped me understand the topic better.,positive,0.4404,0.326,0.0,0.674,0.674
JTxsNm9IdYU,,,2023-02-15 02:23:58+00:00,,youtube_comment,UgySIpiQSzGleI5qTQ94AaABAg,So this is basically an Alexa that you can print out stuff and read it.,@KB-ke3fi,0.0,2023-02-15 02:23:58+00:00,So this is basically an Alexa that you can print out stuff and read it.,neutral,0.0,0.0,0.0,1.0,1.0
JTxsNm9IdYU,,,2023-01-24 13:55:15+00:00,,youtube_comment,UgxQIAXYz0CA4uYYPnl4AaABAg,"I've been experimenting with this for a couple of days now. I'm an amateur python enthusiast, and this thing is just amazing. I feed it my code with a request to make it better and it just rewrites it  with an actuall explanation and reasoning behind every change. It's great for learning and saves a TON of time that I would normally spend figuring out how to fix errors.",@ArutaretiI,165.0,2023-01-24 13:55:15+00:00,"I've been experimenting with this for a couple of days now. I'm an amateur python enthusiast, and this thing is just amazing. I feed it my code with a request to make it better and it just rewrites it with an actuall explanation and reasoning behind every change. It's great for learning and saves a TON of time that I would normally spend figuring out how to fix errors.",positive,0.8979,0.167,0.03,0.803,0.803
JTxsNm9IdYU,,,2023-01-23 04:14:29+00:00,,youtube_comment,UgxrQ52CQWiMSBgkByZ4AaABAg,"the mind, the soul, idea, intended, unreasonable, ignorance, health, pride, dream, stray, impatient, fear, serious attitude, inventions",@nohypocrisy,3.0,2023-01-23 04:14:29+00:00,"the mind, the soul, idea, intended, unreasonable, ignorance, health, pride, dream, stray, impatient, fear, serious attitude, inventions",negative,-0.5859,0.179,0.374,0.447,0.447
JTxsNm9IdYU,,,2023-01-15 14:11:41+00:00,,youtube_comment,UgwiuCjmZ4K20kyRiv54AaABAg,I've come to realize as an investor that instead of letting my money sit idle in my savings account it is more productive to invest the little available and build a portfolio from the accumulated profit of investment,@hildanguyen4323,198.0,2023-01-15 14:11:41+00:00,I've come to realize as an investor that instead of letting my money sit idle in my savings account it is more productive to invest the little available and build a portfolio from the accumulated profit of investment,positive,0.4404,0.073,0.0,0.927,0.927
JTxsNm9IdYU,,,2023-09-30 08:26:25+00:00,,youtube_comment,UgwcUKbx3-4X9CVm02V4AaABAg,Good job specially looking at the timing of the video got published,@amitkhandelwal3527,0.0,2023-09-30 08:26:25+00:00,Good job specially looking at the timing of the video got published,positive,0.4404,0.209,0.0,0.791,0.791
